sample_type,p_curved,p_MRW,run_id
ambiguous_mild_curvature,0.4481905102729797,0.433165431022644,latest_eval
linear_mono,0.0167251657694578,0.1174091026186943,latest_eval
boundary_mrw,0.2851764261722564,0.3536347448825836,latest_eval
curved_mrw,0.8816691637039185,0.93701434135437,latest_eval
noisy_mono,0.1360627114772796,0.2418783754110336,latest_eval
noisy_mrw,0.2282188683748245,0.3016061186790466,latest_eval
heavy_tail_distorted,0.34152552485466,0.0769085809588432,latest_eval
regime_apparent,0.4426964819431305,0.1137950420379638,latest_eval
ambiguous_mild_curvature,0.457886666059494,0.4390934407711029,latest_eval
linear_mono,0.0176886450499296,0.1184633001685142,latest_eval
boundary_mrw,0.1957964599132537,0.2876693606376648,latest_eval
curved_mrw,0.9038771390914916,0.9543704390525818,latest_eval
noisy_mono,0.3081052005290985,0.3471550345420837,latest_eval
noisy_mrw,0.1959244459867477,0.2837202250957489,latest_eval
heavy_tail_distorted,0.3544871509075165,0.0319850072264671,latest_eval
regime_apparent,0.4419078528881073,0.1150146499276161,latest_eval
ambiguous_mild_curvature,0.4712228775024414,0.4533437192440033,latest_eval
linear_mono,0.0208296347409486,0.1244476810097694,latest_eval
boundary_mrw,0.3213939070701599,0.3882539272308349,latest_eval
curved_mrw,0.962583065032959,0.9853353500366212,latest_eval
noisy_mono,0.135735273361206,0.2419485598802566,latest_eval
noisy_mrw,0.3510190546512604,0.3958092331886291,latest_eval
heavy_tail_distorted,0.3391663432121277,0.0494217760860919,latest_eval
regime_apparent,0.4395957887172699,0.1119862645864486,latest_eval
ambiguous_mild_curvature,0.3862112462520599,0.3873065710067749,latest_eval
linear_mono,0.0205377899110317,0.122931070625782,latest_eval
boundary_mrw,0.3735681176185608,0.4250498712062835,latest_eval
curved_mrw,0.9105334281921388,0.9530388712882996,latest_eval
noisy_mono,0.1367019563913345,0.2375772148370742,latest_eval
noisy_mrw,0.2411032021045684,0.3082450330257416,latest_eval
heavy_tail_distorted,0.3441798686981201,0.0716801509261131,latest_eval
regime_apparent,0.4224020838737488,0.1097202152013778,latest_eval
ambiguous_mild_curvature,0.4054730534553528,0.3894085586071014,latest_eval
